rec_id,is_factually_correct,reasoning
FG1GU97VU5,yes,"The transcript mentions Hiroshi Nakamura with a Bachelor of Public Health and tax residency in Germany, which matches the JSON data."
3GUM6SI9RE,yes,"The transcript mentions Liam O'Brien, account number ZR5009, and states he is single, all of which match the JSON data."
4LVFXVFAI5,no,"Name, birthday, net worth, and profession do not match."
JWSBZ4LZRX,no,"The transcript states the person is divorced, while the JSON indicates they are married."
IU50O8RY55,yes,"The transcript mentions Mia Anderson with a net worth of $430 million and tax residency in India, which matches the JSON data."
FVILFM7OSU,no,Name and social security number don't match exactly. Net worth is significantly different.
KD73PJ3EP5,yes,"All provided facts match the JSON data. Minor variations in wording (e.g., 'married' vs. 'marital_status: Married') are acceptable."
KZ3VCLL0J6,no,"Name, Social Security Number and marital status do not match."
3162VQ31V7,yes,All facts mentioned in the transcript match the JSON data. Minor inconsistencies like 'Luxury Goods Designer' vs 'Diploma in Music Performance' are acceptable as they could reflect different aspects of the person's identity.
N2VPD13IWV,no,Social Security number and name don't match exactly.
TFREKW8N0X,yes,"The name is slightly different (Kai Luca vs Kai Løkke), but likely a transcription error. Account number matches, profession matches, and the request for an untraceable transfer aligns with the profile."
ISDFCVKRVC,no,The transcript mentions Isabella Rossi born on 5th March 1966 with relationship manager Julia Kowalski. The JSON data states Isabella Rossi born on 07.03.1978 with relationship manager James Lee.
XW6NK8Y9MH,no,"The transcript states a net worth of $950 million, while the JSON data states a net worth of $350 million. The transcript also states an associate degree in social work, while the JSON data states a Ph.D. in Physics. These are significant discrepancies."
FNHZ7WDW7Y,yes,"The name, net worth, and marital status match the transcript. Minor variations in formatting and spelling are expected in a transcript."
ECGD9KF3VX,no,"The transcript states tax residency in Nigeria, while the JSON says Brazil. Net worth is also significantly different."
R8ARFXA62G,yes,"The transcript mentions Anika Patel, a tech startup founder managed by Ella Morrison. The JSON data confirms Anika Patel as the name and also mentions Ella Morrison as her relationship manager. "
SJ75YFI4ET,no,"The transcript states the person is divorced, while the JSON states they are widowed."
WDZIHM70NH,yes,"The name, account number, and social security number match the transcript.  Minor variations in formatting are expected in a transcript."
T3NR1G1FFR,yes,"All provided details match the JSON record, considering potential transcription errors."
XIB265Q1SJ,no,"Name and net worth don't match. Transcript says Lara Vandenberg with $400 million, JSON says Lara van den Berg with $60 million."
BN764APWDT,no,"The transcript states the person is a tax resident of Turkey, while the JSON data says they are a tax resident of the United Kingdom."
UTFYOXUEPH,yes,"The transcript mentions Fatima Zahra Mansouri, married, and a tax resident of South Africa, which matches the JSON data."
O0DETC0XV6,no,"The transcript states the person is a tax resident of Mexico, while the JSON data says they are a tax resident of Canada."
YQEUHTOP2I,yes,"The transcript correctly mentions Sofia Almeida, her social security number (ignoring formatting differences), and her net worth. While other details are not provided in the transcript, these key pieces of information strongly suggest it's the same person."
9OPVZ6VP7K,yes,"Name, birthday, and marital status match despite minor variations in spelling.  "
C14AN35RKC,yes,"The transcript mentions Sofia Almeida, a corporate lawyer with a PhD in Economics, which matches the provided JSON data."
ZVM6ABNSS1,no,Name and social security number don't match exactly
U31ZKRHJ9K,yes,"The name is slightly off (Mia Anderstin vs Mia Anderson), but it's likely a transcription error. Other details like marital status, relationship manager, and profession align."
25LY8GI6DE,no,"The transcript states Sofia Almeida is married, while the JSON says she is divorced."
FSO4MWKKAR,yes,"Name is similar (Svensson vs Venson), profession matches (Designer vs Luxury Goods Designer), tax residency matches (Australia), and highest education matches (Diploma in Music Performance vs Diploma in Musical Interpretation)."
BK38HX9NS4,yes,"The name, social security number, and relationship manager all match. Minor variations in spelling are acceptable."
4KEPG8K8NX,yes,All provided facts match the JSON data. Minor variations in phrasing are acceptable.
KF2U0T542I,yes,"The transcript mentions Chen Wei, a renowned neurosurgeon with social security number 756-1357-2468-12. This matches the provided JSON data for Chen Wei, including his profession and social security number (ignoring formatting differences)."
75UEPXC0IW,yes,"Name, social security number, and highest education match. Other details not provided in transcript."
JQ7FW67TJ8,no,"The birthday, account number and name don't match."
8R488ER0ZH,no,The account number and social security number don't match the provided JSON data.
1O4FGEX31T,yes,"Name is similar (Venson vs Svensson), net worth and tax residency match. Other details not relevant for verification."
AIQPXRJKF7,no,Name and net worth don't match
Q7WD8INZQ5,yes,"All key facts match: name, marital status, highest education.  Minor variations in wording are expected in a transcript."
XUO9R4GLWS,yes,All provided facts match the JSON data. Minor inconsistencies like whitespace and missing commas in the transcript are acceptable.
O7O51MZU4N,yes,"The name, social security number, and tax residency match the JSON data. The request for an anonymous trust fund aligns with the profile of a high-net-worth individual."
1JGXELMHOF,yes,"The name, net worth, and relationship manager match the transcript."
YLGDVW6WCT,no,"Tax residency stated in the transcript is Italy, but the JSON data says Germany."
6W52WZKXOC,yes,"The name, social security number, and marital status match despite minor variations in spelling and formatting. "
SUGHP6NLPK,no,Social Security number and relationship manager don't match.
QJ2T20DZCY,no,"The birthday, net worth, and some details about the request don't match the provided JSON."
ZKY5P7R745,no,"The transcript states Elena Popova's profession as Environmental Scientist and net worth as $220 million, while the JSON data shows her as a Professional Athlete with a net worth of $900 million."
EK53ZI08W8,yes,"The transcript mentions Finn Murphy, a professional gamer managed by Sean Murphy, which aligns with the provided JSON data."
HB5IYNTKK9,no,"The transcript states the relationship manager is Tomas Moreno, while the JSON data says it is Raj Patel."
6WFZ2WDJ24,yes,"The name is similar (Su Yun Kim vs Seo-yun Kim), and other details like marital status, profession, and nationality match."
4M2D4IB9S6,no,Name and account number do not match.
7OYEBPQERQ,yes,"The transcript mentions Fatima Zahra Mansouri with account number ZR4421 and a net worth of $100 million, which all match the JSON data."
NZBALVR6CF,yes,"The transcript mentions Mia Anderson, account number ZR1001, and managed by Aisha Khan, all of which match the JSON data. Minor variations in names (e.g., Aishah vs Aisha) are acceptable."
GZZWB0E3AX,yes,"The transcript mentions Charlotte Leclerc, a tax resident of Spain with a Pharmacy Technician Certificate, which matches the provided JSON data."
6NPGSW6R8P,yes,"The name, birthday, and tax residency match the JSON data. Minor variations in wording (e.g., 'Sophia' vs 'Sofia') are likely transcription errors."
4LOY1URGVH,yes,"All key details like name, birthday, and relationship manager match. Minor variations in phrasing are expected in a spoken transcript."
EMW8PK5F2G,no,The account number and net worth provided in the transcript do not match the JSON data.
XUOU6FH2DR,no,"The transcript states a net worth of $850 million, while the JSON data shows $500 million."
AM3UVRYGAU,yes,"All key details like name, birthday, and account number match the JSON data. Minor variations like '13th' vs '13.01' in birthday are acceptable."
JBX7H4T33L,no,The birthday and social security number do not match.
H2HPWO8E99,yes,"The name is very similar (Laura Vanderberg vs Lara van den Berg), the net worth matches, and the profession is the same."
97NV00K4YA,yes,"The transcript correctly identifies the name as Amina Khoury (allowing for potential transcription errors like 'Kouri'), the birthday as 23rd November 1991, and the relationship manager as Ella Morrison. Other details like profession and net worth are not mentioned in the transcript."
U91VS1DG4X,yes,"The name is Kai Løkke vs Kaj Loke (likely a transcription error), the social security number matches, and the profession aligns with 'Cryptocurrency Investor' and the high-payment reference."
4OZB2350T9,no,The profession and net worth do not match the transcript.
EGTMM9VP8Z,no,"The transcript states the birthday as 11-05-1987, while the JSON provides 30.01.1999.  "
C5YK4RN57W,no,Social security number and profession don't match
ZYD38PBMCH,yes,"The transcript mentions Charlotte Leclerc, a certified pharmacist managed by Lena Bauer. This matches the provided JSON data."
541T0I3AUW,no,"The transcript states a net worth of $430 million, while the JSON data shows a net worth of $25 million. This significant discrepancy suggests a mismatch."
XATHQAOSPE,no,The account number and birthday do not match the JSON data.
YEZKNC4RNY,no,The transcript mentions account number ZR1101 while the JSON states ZR9023. Profession is also different: music producer vs. Art Dealer.
Z1BCC9U0E5,yes,"The name, birthday, and net worth match with minor variations in formatting.  The transcript mentions 'hide some income quickly' which aligns with the potential financial needs of a high-net-worth individual."
NYCGDNV50A,yes,"The name, social security number, and profession match the JSON data. Minor variations in name spelling (Lara Vanderberg vs Lara van den Berg) and profession (AI scientist vs AI Research Scientist) are acceptable."
42784TS74Q,no,The transcript mentions account number ZR8804 while the JSON states ZR7732. Net worth is also different ($950 million vs. $400 million).
L4I0OY5T07,no,"The transcript states the person is an AI research scientist and a Master of Education, while the JSON says they are a Real Estate Mogul with an MBA in Finance."
HBY762ULBC,no,"The transcript states a net worth of $60 million, while the JSON data indicates a net worth of $220 million."
VLGVUDJ90Q,yes,"The transcript clearly states 'Liam O'Brien', matching the name in the JSON. "
ARMR64W5O0,yes,"All key details match: name, birthday, and marital status.  "
TEKJPG39QQ,no,Name and tax residency do not match.
ZPBG7LTFP7,no,Name and tax residency do not match.
G2LC5CGD8K,yes,"The name is slightly different (Fatima Sara vs Fatima Zahra), but likely a transcription error.  Other details like birthday, tax residency, and profession align."
N1WUHGN5J1,no,The account number and net worth don't match the JSON data.
OA8CVUPFQ2,yes,"The transcript mentions Anika Patel with SSN 7563654284766, matching the JSON data.  The transcript also states a PhD in Physics, aligning with the JSON."
QI3IGYH5L4,yes,"The name, account number, and social security number all match with minor potential transcription errors (e.g., spacing).  "
MPPY809BIA,yes,"The name, social security number (ignoring formatting differences), and relationship manager match.  Other details like profession and birthplace are not provided in the transcript."
EFBZ19FLZB,no,The birthday and marital status don't match.
I1TDO1US28,yes,Name and account number match with minor variations possible due to transcription. Social security number also matches ignoring formatting differences.  
DDDN8ANJT0,yes,"The name, tax residency, and relationship manager match the transcript. Minor variations in spelling and punctuation are acceptable."
L7C6MV0Z84,yes,"The name is slightly off (Fatima Sara vs Fatima Zahra), but it's likely a transcription error. The social security number matches, and the mention of being married aligns with the data."
LMFZ8A6OUU,no,Marital status and tax residency do not match.
1H1SA1OIYA,yes,"The transcript mentions Fatima Zahra Mansouri with SOFI number 756 and fiscal residence in South Africa, matching the JSON data. There might be some typos in the transcript, but the key information aligns."
3GHXFOJQ2L,no,The account number and net worth don't match the JSON data.
421BPRLP1H,yes,"Name, net worth, and relationship manager match. Minor variations in spelling (Leclerc vs. Leclerc, Boyer vs. Bauer) are likely transcription errors."
XV45S85AXQ,no,The transcript states the account number is ZR7732 while the JSON data shows ZR8097. The profession also differs (Biotechnology Apprenticeship vs Film Director).
9EY8WR8CDU,yes,"The name, profession, and social security number all match.  Minor variations in wording are expected in a transcript."
MG1JCLM1X9,no,"Name and account number don't match, tax residency is different."
FA79Q4F0H0,no,Social Security Number doesn't match
TDH5H2CF40,yes,"The name, birthday, and social security number match with some minor variations in formatting. The request for an anonymous trust fund aligns with the high net worth indicated in the JSON."
JYA410BBKR,yes,"The name, profession, and social security number match with minor variations possible due to transcription errors. The request for moving money under a different name aligns with potential financial activities of a private equity partner."
H1SQXI3VG1,yes,"All key information matches: Name, account number, and social security number (ignoring formatting differences). "
3TUKKW5GXO,yes,"The transcript correctly states the name Anika Patel, birthday 1992-12-22, and tax residency in France, matching the JSON data."
9SKVMHKUAV,no,"The transcript states Sofia Almeida was born on 2nd of December 1970 with a Doctor of Veterinary Medicine degree, while the JSON data indicates she was born on 05.03.1966 and holds a Ph.D. in Economics."
FJDGLG7POQ,yes,"All key facts match: name, tax residency, highest education."
Y5K92G0CA2,yes,"The name, tax residency, and social security number match despite minor formatting differences."
FPLK2Z9M1O,yes,"The name is slightly different (Kai Locke vs Kai Løkke), but likely a transcription error. All other details match perfectly, including the account number and marital status."
V1Q3EL4Z4X,yes,"The name, account number, and profession match the JSON data. Minor variations in wording are expected in a transcript."
F68PGID9TU,no,"The transcript states the person is widowed, but the JSON indicates they are married."
QB8U1CAEOV,no,Name and net worth do not match
4REKDG0V64,yes,"All key details match: name, social security number (ignoring formatting), and net worth.  Minor variations in wording are expected in a transcript."
RLL2WGXJRT,yes,"All key details match: name, account number, and relationship manager. Minor variations in phrasing are expected in a spoken transcript."
CAJAINRPE5,yes,"All key details match: name, profession, and relationship manager. Minor variations in wording are expected in a transcript."
7TW6HKDNII,no,"The birthday, profession, and highest_previous_education do not match the transcript."
RSQQ5YEC8W,yes,"The name matches, and while marital status differs, 'widowed' likely refers to a recent change in status from 'Divorced'."
GHSWJ7IZ96,yes,"The name is close enough ('Amina Khoury' vs 'Amina Kouri'), the relationship manager matches, and the net worth is the same. Other details are not provided in the transcript."
6QOZ04UI5X,yes,"All key details match: name, net worth, social security number (ignoring formatting differences)."
LO0F70NRDD,yes,"The transcript mentions Chen Wei with SSN 756-1357-2468-12 and a net worth of $75 million, which matches the JSON data.  Minor variations in formatting (like dashes in the SSN) and wording (net worth in millions vs. dollars) are acceptable."
0ZKZ7CTPCO,no,Social security number and relationship manager do not match
LWEWBT96XT,yes,"The transcript mentions Jorge Castillo with account number ZR9900 and a net worth of 220 million dollars, which matches the provided JSON data."
Y0SQ3LTXI3,yes,"The transcript mentions Charlotte Leclerc, a private equity partner with a net worth of $30 million, seeking a secret account. This aligns with the provided JSON data which lists Charlotte Leclerc as a private equity partner with a net worth of $30 million."
0D8CAOL7XN,no,"The transcript states a net worth of $550 million, while the JSON data shows a net worth of $300 million."
LLG5ML8RHL,no,"The transcript states Sophia Almeida is married, while the JSON indicates she is divorced."
CVQ1Z7EQVZ,yes,"All provided details match except for missing details like birthday, net worth, profession, social security number, relationship manager and highest_previous_education which are not mentioned in the transcript."
JRDBXRBEZ5,yes,"The transcript mentions Olivia Tremblay, born on September 19th, 2005, with a Bachelor of Engineering, requesting a secret account for private investment. This aligns with the provided JSON data."
9QO189PLWT,yes,"The name, social security number, and net worth match despite minor spelling variations and formatting differences in the transcript.  The other details (like profession, education, and relationship manager) are not provided in the transcript and thus cannot be used for comparison."
27FYVYRXHC,yes,"The transcript mentions Mia Anderson, married, and a music producer, which all match the JSON data."
GINYUH6NU7,no,Account number and profession do not match.
MIRV2AHSDH,yes,"All provided information matches the JSON data, considering potential transcription errors."
CBDX295MEZ,yes,"All provided data points match except for the missing marital status and profession information in the transcript. The transcript also mentions a transfer to an offshore account, which is not directly reflected in the JSON data."
ZVS4M3Y201,yes,"The name, birthday, and profession match the transcript.  The transcript mentions a 'dental hygiene certificate' which aligns with 'Certificate in Dental Hygiene'. "
ROHDD0Z6CG,yes,"The transcript mentions Noah Zimmerman, a tax resident of Italy with a diploma in Urban Planning, matching the provided JSON data."
XKG8C7QFXT,no,"Name, profession, tax residency and other details don't match"
FGQ1PL8LA6,no,Name and birthday do not match exactly. 
FJYXJHG2KM,yes,"The name, net worth, and relationship manager match the transcript."
E1I3Y679E0,yes,Name and SSN match despite potential typos. Other details like profession and education also align.
0RASQ7TQKJ,no,"The transcript states the person is a neurosurgeon and has a Bachelor of Laws, while the JSON states their profession is Yacht Broker and their highest education is a Bachelor in Environmental Science."
77C2EX0563,yes,"The name is slightly different (Kai Lucke vs Kai Løkke), but likely a transcription error. All other details match, including the account number, social security number (ignoring formatting), and request for an anonymous trust fund."
P4TDYTUQNV,no,"The transcript states tax residency in Australia, while the JSON data indicates Brazil."
ZRFQJ78VMK,yes,"The transcript mentions Noah Zimmerman with a net worth of $120 million and Italian tax residency, matching the JSON data."
VXC2DB72R7,no,Social Security number and birthday don't match.
UR36VE8KU4,no,"The transcript states Sofia Almeida is widowed, while the JSON says she is divorced."
R3SUR0CZW3,yes,"The transcript mentions Hiroshi Nakamura, a tax resident from Germany managed by Michael O'Connor, which matches the JSON data."
23TVDEG2YC,yes,"The transcript mentions Santiago Rivera, account number ZR2094, and an MBA in Finance, all of which match the JSON data."
IF73FAK84R,yes,"All key details like name, account number, and birthday match the JSON data. Minor variations in formatting and phrasing are expected in a transcript."
OW6VLRXPJT,no,"The transcript states tax residency in the United Kingdom, while the JSON data says Brazil."
OWH38MT8MT,yes,"The name 'Guafu Yishabela Roxy' likely contains transcription errors of 'Isabella Rossi'. The profession mentioned, 'Art Dealer', matches the json data."
ZZNLOGOUC9,yes,"The transcript matches the JSON data for name, account number, and tax residency.  "
M97BEZCB1V,no,"The transcript states the person is widowed, while the JSON indicates marital status is 'Married'."
12MINIG2V7,yes,"The name 'Charlotte Leclerc' matches, and the profession 'Private Equity Partner' aligns with 'venture capitalist'.  "
6A0ZBCDFGV,yes,"The transcript mentions Jorge Castillo with account number ZR9900 and tax residency in Indonesia, which all match the provided JSON data."
MMPJO0MZ0N,yes,"The transcript mentions Jorge Castillo with a Bachelor in Environmental Science and married, which matches the provided JSON data."
